City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
228,Nishihara,JP,2020-12-09 08:55:26,26.18,127.76,69.8,100,90,11.41,light intensity shower rain,0,0
229,Khorixas,NA,2020-12-09 08:55:26,-20.37,14.97,81.37,15,0,4.12,clear sky,0,0
230,Druzhba,UA,2020-12-09 08:55:26,52.04,33.95,23.4,92,0,14.83,clear sky,0,0
231,Erenhot,CN,2020-12-09 08:55:26,43.65,111.98,11.62,90,0,12.75,clear sky,0,0
232,Luau,AO,2020-12-09 08:55:27,-10.71,22.22,69.48,96,100,2.59,moderate rain,0,0
233,Mpika,ZM,2020-12-09 08:55:27,-11.83,31.45,77.14,62,26,8.84,scattered clouds,0,0
234,Pacific Grove,US,2020-12-09 08:55:27,36.62,-121.92,50.0,49,1,3.36,clear sky,0,0
235,Imbituba,BR,2020-12-09 08:52:40,-28.24,-48.67,68.0,94,75,1.12,broken clouds,0,0
236,Pueblo Bello,CO,2020-12-09 08:55:27,8.2,-76.53,72.55,95,72,2.44,light rain,0,0
237,Carnarvon,AU,2020-12-09 08:55:28,-24.87,113.63,78.8,74,0,21.92,clear sky,0,0
238,Vanimo,PG,2020-12-09 08:55:28,-2.67,141.3,80.98,76,100,3.36,overcast clouds,0,0
239,Oksfjord,NO,2020-12-09 08:55:28,70.24,22.35,37.4,85,75,9.17,broken clouds,0,0
240,Tumut,AU,2020-12-09 08:55:28,-35.3,148.22,64.15,55,1,0.38,clear sky,0,0
241,Mubi,NG,2020-12-09 08:55:29,10.27,13.26,91.49,13,100,9.62,overcast clouds,0,0
242,Nuevo Progreso,MX,2020-12-09 08:55:29,23.17,-97.95,54.0,68,16,3.89,few clouds,0,0
243,Vila Franca Do Campo,PT,2020-12-09 08:55:29,37.72,-25.43,60.8,82,20,9.17,few clouds,0,0
244,Barrow,US,2020-12-09 08:55:29,71.29,-156.79,-11.2,69,40,10.29,haze,0,0
245,Ahipara,NZ,2020-12-09 08:55:30,-35.17,173.17,66.92,93,99,9.71,light rain,0,0
246,Husavik,IS,2020-12-09 08:55:30,66.04,-17.34,23.0,92,0,2.17,clear sky,0,0
